,k_tx_1,k_tx_2,k_deg_1,k_deg_2,k_reg
Gene-pair-0,2.662255116889388,27.200884136432666,0.6404122395234253,0.5300235619179655,0.3958510035745667
Gene-pair-1,0.6039917225755077,0.41774477268224214,0.2900081281437227,0.3424309889682924,0.012874602317696401
Gene-pair-2,0.21860646511841517,14.384808623280305,0.32368826382076216,0.8283347214064226,2.374123730401485
Gene-pair-3,12.585040908945363,9.321659061030765,0.6492779190019082,0.7031390075279366,18.433233629650395
Gene-pair-4,13.981384183733997,16.512380014969885,0.2101945406184813,0.1712942767530024,0.03919630397124697
Gene-pair-5,2.7970347373516122,3.1348791499323942,0.34654009408113823,0.8839211359670949,21.6110192922011
Gene-pair-6,1.1326596547670367,16.464604135827603,0.8161074604166639,0.20758102835499576,2.104899117204646
Gene-pair-7,0.3508712417953303,19.124483428686805,0.5126813845327796,0.5865916356643252,0.6487529695909177
Gene-pair-8,11.600864681488831,0.6408983879006563,0.19392002347083492,0.545340023484793,78.57961882260258
Gene-pair-9,0.8394739122734164,0.7207073718629967,0.22249032183707207,0.14924274331667003,5.045443612562739
Gene-pair-10,1.295445957203137,0.44523260384670527,0.4559397222496004,0.34582055642378723,0.5020748492273933
Gene-pair-11,62.07898678101982,19.009965188152524,0.11567297558342816,0.8518480937309599,42.59973294198693
Gene-pair-12,6.551532949945106,1.2211450389520393,0.26767213166979054,0.3934193496168917,42.443388288180195
Gene-pair-13,56.83838625897961,1.8828388298851955,0.6916993233892761,0.20992500876896847,16.74494136082245
Gene-pair-14,2.1025735487129986,6.647097868360491,0.6497656773263858,0.70689258778121,17.141730157472164
Gene-pair-15,0.5254903851973984,1.1124874973665992,0.17215273829568525,0.12112842542771343,0.6719111993251038
Gene-pair-16,0.2638895840108519,6.13034625927781,0.11703135788490272,0.7008251693842882,0.5830257938701637
Gene-pair-17,2.9761699411234623,3.402347145150565,0.49319572117161997,0.1348584961158595,5.26831623793979
Gene-pair-18,56.83273608680445,2.792498750788157,0.10834046489256449,0.4411420722606138,0.1471623192602779
Gene-pair-19,10.992897237335132,61.2239635882641,0.21777035821539933,0.4929465896819197,6.1507000040841815
Gene-pair-20,22.62668511348749,8.803133357092289,0.8360683367069451,0.17716254192029368,0.12661071331315096
Gene-pair-21,0.339688428801024,1.2725426242709634,0.4007409041521991,0.10472826702230104,0.01175294500064897
Gene-pair-22,0.634956061195177,0.8641940223179136,0.3395667700259751,0.9651597475004875,0.09178982579705258
Gene-pair-23,0.6091560975387252,1.160807263063615,0.9418193085991732,0.2770827062940521,0.40298543245373486
Gene-pair-24,5.6322579270430655,10.111090191439347,0.23159981655236558,0.20179370613076175,0.02158019305916811
Gene-pair-25,61.97091900619027,53.05008179808512,0.8646078616328152,0.2119705829990265,5.067436334629546
Gene-pair-26,1.2405839567354144,5.7929407896095215,0.460877868276967,0.9031528295165374,5.655666546454004
Gene-pair-27,0.5952210751972349,0.6157827727082352,0.28916024127026846,0.5245393838315884,9.830858801283766
Gene-pair-28,24.639789321592954,0.4343101387498844,0.8132963662253447,0.9926082267011161,7.018797669628251
Gene-pair-29,0.2808155536636022,0.5793649014622119,0.273638886478401,0.11730629835867626,0.10499019182276302
Gene-pair-30,59.78156276684645,9.766650081217914,0.616305761227107,0.7724574603105355,0.05295621988662423
Gene-pair-31,14.801643268633574,0.47638346178131746,0.9762403859793009,0.13409057556131662,0.1547139724251436
Gene-pair-32,5.008837889258705,0.7471236905678005,0.22643638327507912,0.17979876822513707,0.12344343302135398
Gene-pair-33,20.43253830192864,0.8597363041832625,0.16314648045865057,0.374804069658892,0.16290195615341865
Gene-pair-34,6.6365127042322625,1.312287369233559,0.4482801025894576,0.9063171619054685,28.051841105368016
Gene-pair-35,0.4509320266380807,50.68787343950612,0.8428966910551572,0.7474206555535047,0.010620037669079598
Gene-pair-36,1.0461833289408384,0.6849176491697917,0.8030613484275774,0.19375328382024995,0.05498462433074561
Gene-pair-37,1.522510390290323,0.9220772994477789,0.4130692986740582,0.2827117499121494,0.19830571884059764
Gene-pair-38,10.391782146467698,17.56517105768698,0.3428445252946359,0.6381423778546063,1.1153502342264667
Gene-pair-39,0.38536662672573313,23.87427446668545,0.5093003858449331,0.6330001924236947,2.1295084641285262
Gene-pair-40,34.94921452199089,0.2997374971077293,0.7845608550415899,0.5920299971834757,1.380225344161035
Gene-pair-41,1.0129661052939227,15.477499983927522,0.1766306294495492,0.22449030779213522,4.667273134814489
Gene-pair-42,12.913985062681647,56.28527064162563,0.4238957348403877,0.14400257579618672,38.27091982640276
Gene-pair-43,3.0460855663232262,17.912014279196633,0.11083532153912762,0.36011192755176996,5.578966915611403
Gene-pair-44,0.32474447339798507,0.9878250640448617,0.5149010159982035,0.21773816359300346,28.756030199332756
Gene-pair-45,0.8460846448154549,0.5291252071949697,0.1129055539736235,0.3977559884688082,0.19853380896582853
Gene-pair-46,56.2149921858747,0.2760313062625291,0.5621534415609181,0.6220968138178314,0.04747152341162
Gene-pair-47,44.000055310591875,49.94292451888554,0.26699826563652107,0.4377559190970556,73.9568141073698
Gene-pair-48,2.666705598241236,1.1625838435917806,0.3074742724979915,0.425038197340528,0.022643828444396105
Gene-pair-49,0.2948497947164205,7.387847140668458,0.14151214250270333,0.7359810679285105,14.375204663494268
Gene-pair-50,0.21710155702027176,0.3198550793042655,0.2437987898635176,0.36196838964837513,16.972278893104217
Gene-pair-51,11.649213475792056,0.27398603674925126,0.6967371587237922,0.25374814397499196,1.551120028065285
Gene-pair-52,0.2443689902360359,12.500353696128709,0.17105475171133075,0.3695338603311852,1.0950744754346673
Gene-pair-53,0.7395519393662972,0.9664254861243818,0.13131122042533733,0.22236271736981342,0.024189933091343867
Gene-pair-54,3.3814200896964652,4.837086573575644,0.7958215910161913,0.3558829905993773,0.11376591581324631
Gene-pair-55,0.20814646681618884,14.029436177989005,0.3434100397478605,0.5139760331641678,25.27913162681297
Gene-pair-56,54.35225112060031,6.803480572703984,0.46383523910901264,0.14729079696894354,3.5563337201072343
Gene-pair-57,19.699175277886546,1.2653873548424253,0.9668257373832013,0.1432754835823187,2.606497092152638
