,k_tx_1,k_tx_2,k_deg_1,k_deg_2,k_reg
Gene-pair-0,0.47274907126046234,17.76621206299777,0.5062566744681088,0.45332362390850045,0.017628713644591367
Gene-pair-1,4.924566741669319,19.09239021373119,0.7614180124794029,0.6940419483206016,0.043165726503600114
Gene-pair-2,8.78710292134291,1.3894678367506752,0.13987789203101594,0.8510841574608514,0.013611339123698761
Gene-pair-3,6.0409924707917275,0.13824073972699452,0.47101179278035205,0.40720027311530366,1.740415187391907
Gene-pair-4,0.5314454683861067,4.80181411167737,0.29719639194885333,0.15271852721963966,0.268324115143711
Gene-pair-5,20.663575549117237,6.1749792449605865,0.5132823737415554,0.9330370358839309,38.38047427084844
Gene-pair-6,17.949744399690104,1.8691735942871393,0.4635820084739023,0.10942090964627815,36.99581682420486
Gene-pair-7,5.484491464380027,1.907476878800651,0.13778388337515884,0.41222158321654234,14.101879587116525
Gene-pair-8,0.28625144755719045,16.099493874745612,0.6132725740407283,0.21499851701701372,0.01728621135511691
Gene-pair-9,2.27181455549727,0.49765237148029573,0.11817563770673936,0.17837707137407163,3.936466712926098
Gene-pair-10,0.5881780508784845,28.93354879641772,0.9949267124129099,0.25141706830766897,86.21119780122008
Gene-pair-11,4.09892982030866,0.29577990584809327,0.5044637823144428,0.27818181170857537,3.2293567774913177
Gene-pair-12,2.0787975799641494,1.5076720243204038,0.3809234516858531,0.7140262812213295,0.013639820087873584
Gene-pair-13,0.4055720169347785,2.3828342372843747,0.1692082084288918,0.102045962411804,4.900801073241226
Gene-pair-14,0.16247657511911046,29.410847750934714,0.5937488150925856,0.16395072921705217,41.723845014443725
Gene-pair-15,0.3677949188548943,9.496685810944372,0.7262977493014617,0.8138432654194683,0.5072177387650436
Gene-pair-16,7.004158578533377,0.5308230916363751,0.13932663186897393,0.1303692100757566,59.61144841428771
Gene-pair-17,2.9810154669122926,8.653694802764596,0.17248661534267548,0.13006639699949005,0.028735337770535812
Gene-pair-18,24.372538750948834,1.6180017438103327,0.7217287159444166,0.10135983662643719,4.153979536903582
Gene-pair-19,2.5302776238227107,0.9387862132354557,0.20771878537697566,0.17794982511524354,0.06819403577953752
Gene-pair-20,0.28656207424787067,1.0387094791746592,0.4010963736074674,0.41324538306963443,0.11425685730664605
Gene-pair-21,23.493280834287916,6.371607176244482,0.3749485608363636,0.8632944386244261,5.169951527771776
Gene-pair-22,5.396077344166014,2.5732692657181024,0.10592704641968793,0.11513978132655454,0.27825968203023227
Gene-pair-23,1.6782996919680297,0.40603424729861826,0.12943778542504195,0.4026450823275468,2.29230603938903
Gene-pair-24,0.9059717452623159,1.5377278165686332,0.2646886099966509,0.3285572790408553,0.0740593904517012
Gene-pair-25,0.4722365110074078,1.431187086553023,0.2715759691865082,0.5322487097948349,0.02300637800326351
Gene-pair-26,0.13195685702376925,0.20736621402517932,0.2327814261172382,0.3672349544423224,0.39324704901421453
Gene-pair-27,13.726701759387293,0.2759727267733432,0.12972741677094413,0.2544820284675819,8.900621811903815
Gene-pair-28,5.721871717462388,23.186979319376913,0.5466211210677764,0.7644233720505004,0.4519549494819638
Gene-pair-29,0.5601456065942461,1.3517430845745704,0.1939969875028743,0.20751195488511082,0.043517683939412966
Gene-pair-30,6.620450367804885,17.846842886606424,0.25103423918752477,0.8447545724638902,93.04821078765612
Gene-pair-31,15.799053274687557,2.2247687825868376,0.3829014884956131,0.42439149952583877,0.16306890386917902
Gene-pair-32,0.13339534297092784,14.739503794208408,0.27398351952987693,0.13861071844053457,8.056095429394425
Gene-pair-33,3.170612846222518,8.44652022887581,0.22475836529721036,0.4415449965583459,0.010159099242802002
Gene-pair-34,1.7070174220796401,1.1126748578361618,0.46198553767898143,0.878638987858085,0.42496922290342354
Gene-pair-35,0.4341275125711658,1.2158153425854572,0.1604310478379555,0.9611374940565087,0.018206526786463482
Gene-pair-36,0.2145550521314527,17.026816171494012,0.16357388336798268,0.24342352505585266,22.706206889049458
Gene-pair-37,12.185382273700153,2.617095672990746,0.281506244187965,0.38306925117292684,0.06036949419198452
Gene-pair-38,0.8772085674740882,1.9363559847207084,0.16807450978656593,0.5828791549123217,0.011963522570375258
Gene-pair-39,2.215709484811786,2.762920377561905,0.3276055121697456,0.5205961933210898,52.53094296314094
Gene-pair-40,0.2299876554827627,6.773342007466745,0.17014185683183528,0.10539523687677388,0.058397863512818005
Gene-pair-41,5.001629892426847,14.112828416429586,0.7527795955870068,0.7290768503840699,1.6848374941358315
Gene-pair-42,4.07033913863495,0.45530331220265957,0.1322414674802406,0.8721200419726892,1.25217010882132
Gene-pair-43,5.426959787308965,0.8930503800237437,0.6666821440623651,0.1821758265706612,18.99130705240659
Gene-pair-44,0.21666783680447183,8.118213792592663,0.2146484042811305,0.22304242540965588,0.06440337229625889
Gene-pair-45,2.1045053996016683,30.900576042435976,0.2674342514506866,0.10838868883101815,12.080419228502922
Gene-pair-46,16.63268650811266,0.7403714239231424,0.42161180053428365,0.5074637619321684,92.6493104198967
Gene-pair-47,6.471613172756088,1.3484400415478315,0.306025660219501,0.2099831721417364,20.613967737940897
Gene-pair-48,4.452719857564276,0.12626496268953902,0.13484706541862215,0.4299261915465721,11.680213315072399
Gene-pair-49,1.073029669376435,6.258889946895535,0.5229054821745842,0.8940319649116004,0.3366233178996673
Gene-pair-50,0.5623267695342725,5.526864763349368,0.8280574807209515,0.3098587298816024,0.38513579649395135
Gene-pair-51,0.1928882970334107,9.627603591127174,0.7237982607004483,0.23828658668580927,0.4362266521483652
Gene-pair-52,24.557674019227065,0.3326591714729359,0.40444914934497084,0.44566789217828906,0.1311806671526794
Gene-pair-53,0.6217114696388157,1.3302571271053751,0.6483909532777868,0.30746354564145095,0.06394028741063258
Gene-pair-54,2.3030120298685692,16.963571006946072,0.1889354078220485,0.10699237291282727,81.83268643312219
Gene-pair-55,0.45275129583903867,0.2038837275972119,0.21818616938360474,0.6974143619422112,0.061975620517568684
Gene-pair-56,6.295359023241776,0.11409797531023343,0.5195976232156574,0.13639995683126896,1.4034925280341333
Gene-pair-57,0.26320539873512516,0.2605421004154745,0.1496934512651021,0.3299609773769931,3.669075703624611
Gene-pair-58,4.671227288188318,0.4749631292576101,0.3798007321333356,0.13251580606985583,0.3569063094127292
Gene-pair-59,27.490051791278407,0.25941427269839173,0.9851804274242796,0.14312925525237127,0.01990283525199997
Gene-pair-60,3.8369251744057142,0.2884952234865429,0.8896181861069847,0.2551552191206472,0.10712612202049043
Gene-pair-61,0.2782743393407714,0.3126284192023946,0.272816727837647,0.13146187978340945,0.11978488065616143
Gene-pair-62,1.494364117767942,0.798890821950059,0.16171688457185793,0.24228996001124667,2.242599565893645
Gene-pair-63,0.8716646932168627,2.841928856682139,0.11731186393319855,0.7617550450940753,58.57960374774776
Gene-pair-64,0.13534596194590148,0.278443256298079,0.24286624563200745,0.7567133467470427,0.24072321972520377
Gene-pair-65,1.0588212732230426,0.9362586345191245,0.337868171897387,0.476674932983287,0.01579005917763962
Gene-pair-66,0.6165315040010494,1.7530470411198311,0.36011540271820597,0.1305078775455018,0.01586821354367095
Gene-pair-67,21.74366245374621,21.691550086318262,0.367655211097008,0.32200129063174676,0.05203627320262167
Gene-pair-68,0.2567066845660106,6.401799316413744,0.22437558149875167,0.323453949078249,10.44115589302678
Gene-pair-69,0.780459209255735,1.3737560647652067,0.4780384896295771,0.9493238524453037,1.2976401027340918
Gene-pair-70,1.9173782788195797,23.999592702197873,0.6220293048786636,0.26310032319601245,3.997484575127606
Gene-pair-71,3.394203657108178,0.20395671739519228,0.12615028116917204,0.10430033639420246,18.58763020744641
Gene-pair-72,12.976422502512449,30.230670475550856,0.10266491331852921,0.2798612304988685,59.764780897442115
Gene-pair-73,0.23736797314889915,0.1412367496554804,0.6778737325884227,0.782202893634331,0.034374980010565895
Gene-pair-74,2.922407964515373,0.3630570725099729,0.2600706981069766,0.1795298483464143,11.005749100631324
